ts,week,score,phrase
2024-12-17 19:59:40,202451,1.0,"exclusive"
2024-12-17 19:59:40,202451,1.0,"25"
2024-12-17 19:59:40,202451,1.0,"three"
2024-12-17 19:59:40,202451,1.0,"renovations"
2024-12-17 19:59:40,202451,1.0,"32"
2024-12-17 19:59:40,202451,1.0,"blitz"
2024-12-17 19:59:40,202451,1.0,"seemed"
2024-12-17 19:59:40,202451,1.0,"present"
2024-12-17 19:59:40,202451,1.0,"longevity"
2024-12-17 19:59:40,202451,1.0,"huddersfield"
2024-12-17 19:59:40,202451,1.0,"heaven"
2024-12-17 19:59:40,202451,1.0,"tattoos"
2024-12-17 19:59:40,202451,1.0,"shapes"
2024-12-17 19:59:40,202451,1.0,"rare"
2024-12-17 19:59:40,202451,1.0,"nudists"
2024-12-17 19:59:40,202451,1.0,"jewelry"
2024-12-17 19:59:40,202451,1.0,"individuality"
2024-12-17 19:59:40,202451,1.0,"added"
2024-12-17 19:59:40,202451,1.0,"single"
2024-12-17 19:59:40,202451,1.0,"livestream"
2024-12-17 19:59:40,202451,1.0,"app"
2024-12-17 19:59:40,202451,1.0,"trying"
2024-12-17 19:59:40,202451,1.0,"plan"
2024-12-17 19:59:40,202451,1.0,"cancer"
2024-12-17 19:59:40,202451,1.0,"bone"
2024-12-17 19:59:40,202451,1.0,"splitting"
2024-12-17 19:59:40,202451,1.0,"separating"
2024-12-17 19:59:40,202451,1.0,"sydney"
2024-12-17 19:59:40,202451,1.0,"stressful"
2024-12-17 19:59:40,202451,1.0,"still"
2024-12-17 19:59:40,202451,1.0,"pressure"
2024-12-17 19:59:40,202451,1.0,"found"
2024-12-17 19:59:40,202451,1.0,"give"
2024-12-17 19:59:40,202451,1.0,"cheap"
2024-12-17 19:59:40,202451,1.0,"chance"
2024-12-17 19:59:40,202451,1.0,"true"
2024-12-17 19:59:40,202451,1.0,"parking"
2024-12-17 19:59:40,202451,1.0,"naples"
2024-12-17 19:59:40,202451,1.0,"gazebo"
2024-12-17 19:59:40,202451,1.0,"florida"
2024-12-17 19:59:40,202451,1.0,"295"
2024-12-17 19:59:40,202451,1.0,"silvertip"
2024-12-17 19:59:40,202451,1.0,"provides"
2024-12-17 19:59:40,202451,1.0,"named"
2024-12-17 19:59:40,202451,1.0,"kind"
2024-12-17 19:59:40,202451,1.0,"cypress"
2024-12-17 19:59:40,202451,1.0,"views"
2024-12-17 19:59:40,202451,1.0,"shed"
2024-12-17 19:59:40,202451,1.0,"replace"
2024-12-17 19:59:40,202451,1.0,"lead"
2024-12-17 19:59:40,202451,1.0,"health"
2024-12-17 19:59:40,202451,1.0,"reindeer"
2024-12-17 19:59:40,202451,1.0,"overseeing"
2024-12-17 19:59:40,202451,1.0,"nice"
2024-12-17 19:59:40,202451,1.0,"naughty"
2024-12-17 19:59:40,202451,1.0,"making"
2024-12-17 19:59:40,202451,1.0,"children"
2024-12-17 19:59:40,202451,1.0,"goingzerowaste"
2024-12-17 19:59:40,202451,1.0,"com"
2024-12-17 19:59:40,202451,1.0,"authored"
2024-12-17 19:59:40,202451,1.0,"unit"
2024-12-17 19:59:40,202451,1.0,"sonoma"
2024-12-17 19:59:40,202451,1.0,"six"
2024-12-17 19:59:40,202451,1.0,"selection"
2024-12-17 19:59:40,202451,1.0,"home"
2024-12-17 19:59:40,202451,1.0,"guessed"
2024-12-17 19:59:40,202451,1.0,"featuring"
2024-12-17 19:59:40,202451,1.0,"bothering"
2024-12-17 19:59:40,202451,1.0,"mondrian"
2024-12-17 19:59:40,202451,1.0,"miss"
2024-12-17 19:59:40,202451,1.0,"loyalty"
2024-12-17 19:59:40,202451,1.0,"industry"
2024-12-17 19:59:40,202451,1.0,"hoxton"
2024-12-17 19:59:40,202451,1.0,"dis"
2024-12-17 19:59:40,202451,1.0,"afford"
2024-12-17 19:59:40,202451,1.0,"truth"
2024-12-17 19:59:40,202451,1.0,"stop"
2024-12-17 19:59:40,202451,1.0,"realities"
2024-12-17 19:59:40,202451,1.0,"opposed"
2024-12-17 19:59:40,202451,1.0,"good"
2024-12-17 19:59:40,202451,1.0,"boonies"
2024-12-17 19:59:40,202451,1.0,"bad"
2024-12-17 19:59:40,202451,1.0,"woes"
2024-12-17 19:59:40,202451,1.0,"oh"
2024-12-17 19:59:40,202451,1.0,"matter"
2024-12-17 19:59:40,202451,1.0,"inside"
2024-12-17 19:59:40,202451,1.0,"focuses"
2024-12-17 19:59:40,202451,1.0,"confines"
2024-12-17 19:59:40,202451,1.0,"beyond"
2024-12-17 19:59:40,202451,1.0,"alphabet"
2024-12-17 19:59:40,202451,1.0,"startup"
2024-12-17 19:59:40,202451,1.0,"pitch"
2024-12-17 19:59:40,202451,1.0,"investors"
2024-12-17 19:59:40,202451,1.0,"foremost"
2024-12-17 19:59:40,202451,1.0,"fast"
2024-12-17 19:59:40,202451,1.0,"exercise"
2024-12-17 19:59:40,202451,1.0,"early"
2024-12-17 19:59:40,202451,1.0,"decompress"
2024-12-17 19:59:40,202451,1.0,"connect"
2024-12-17 19:59:40,202451,1.0,"community"
2024-12-17 19:59:40,202451,1.0,"save"
2024-12-17 19:59:40,202451,1.0,"plenty"
2024-12-17 19:59:40,202451,1.0,"bags"
2024-12-17 19:59:40,202451,1.0,"backpacks"
2024-12-17 19:59:40,202451,1.0,"accessories"
2024-12-17 19:59:40,202451,1.0,"40"
2024-12-17 19:59:40,202451,1.0,"try"
2024-12-17 19:59:40,202451,1.0,"set"
2024-12-17 19:59:40,202451,1.0,"practically"
2024-12-17 19:59:40,202451,1.0,"passage"
2024-12-17 19:59:40,202451,1.0,"marathon"
2024-12-17 19:59:40,202451,1.0,"finally"
2024-12-17 19:59:40,202451,1.0,"convert"
2024-12-17 19:59:40,202451,1.0,"wakes"
2024-12-17 19:59:40,202451,1.0,"trip"
2024-12-17 19:59:40,202451,1.0,"stopping"
2024-12-17 19:59:40,202451,1.0,"hunt"
2024-12-17 19:59:40,202451,1.0,"bed"
2024-12-17 19:59:40,202451,1.0,"uber"
2024-12-17 19:59:40,202451,1.0,"stubhub"
2024-12-17 19:59:40,202451,1.0,"nintendo"
2024-12-17 19:59:40,202451,1.0,"discounts"
2024-12-17 19:59:40,202451,1.0,"products"
2024-12-17 19:59:40,202451,1.0,"page"
2024-12-17 19:59:40,202451,1.0,"northeast"
2024-12-17 19:59:40,202451,1.0,"list"
2024-12-17 19:59:40,202451,1.0,"leave"
2024-12-17 19:59:40,202451,1.0,"transformative"
2024-12-17 19:59:40,202451,1.0,"sanctuary"
2024-12-17 19:59:40,202451,1.0,"glow"
2024-12-17 19:59:40,202451,1.0,"aroma"
2024-12-17 19:59:40,202451,1.0,"adding"
2024-12-17 19:59:40,202451,1.0,"facing"
2024-12-17 19:59:40,202451,1.0,"ex"
2024-12-17 19:59:40,202451,1.0,"woman"
2024-12-17 19:59:40,202451,1.0,"trusted"
2024-12-17 19:59:40,202451,1.0,"supposed"
2024-12-17 19:59:40,202451,1.0,"sources"
2024-12-17 19:59:40,202451,1.0,"point"
2024-12-17 19:59:40,202451,1.0,"know"
2024-12-17 19:59:40,202451,1.0,"joy"
2024-12-17 19:59:40,202451,1.0,"friendships"
2024-12-17 19:59:40,202451,1.0,"dilemma"
2024-12-17 19:59:40,202451,1.0,"audacity"
2024-12-17 19:59:40,202451,1.0,"week"
2024-12-17 19:59:40,202451,1.0,"queen"
2024-12-17 19:59:40,202451,1.0,"purchase"
2024-12-17 19:59:40,202451,1.0,"owned"
2024-12-17 19:59:40,202451,1.0,"miller"
2024-12-17 19:59:40,202451,1.0,"dubbed"
2024-12-17 19:59:40,202451,1.0,"disruptors"
2024-12-17 19:59:40,202451,1.0,"collection"
2024-12-17 19:59:40,202451,1.0,"april"
2024-12-17 19:59:40,202451,1.0,"style"
2024-12-17 19:59:40,202451,1.0,"macklemore"
2024-12-17 19:59:40,202451,1.0,"honoring"
